,date,Actual_Close
0,2022-02-07 00:00:00+00:00,64.94999694824219
1,2022-02-08 00:00:00+00:00,65.83000183105469
2,2022-02-09 00:00:00+00:00,69.5199966430664
3,2022-02-10 00:00:00+00:00,70.94000244140625
4,2022-02-14 00:00:00+00:00,74.54000091552734
5,2022-02-15 00:00:00+00:00,72.44999694824219
6,2022-02-16 00:00:00+00:00,75.0
7,2022-02-17 00:00:00+00:00,77.05999755859375
8,2022-02-18 00:00:00+00:00,76.02999877929688
9,2022-02-22 00:00:00+00:00,80.0
10,2022-02-24 00:00:00+00:00,75.29000091552734
11,2022-02-25 00:00:00+00:00,73.11000061035156
12,2022-02-28 00:00:00+00:00,77.6500015258789
13,2022-03-02 00:00:00+00:00,81.01000213623047
14,2022-03-04 00:00:00+00:00,82.01000213623047
15,2022-03-08 00:00:00+00:00,82.0
16,2022-03-09 00:00:00+00:00,79.80000305175781
17,2022-03-10 00:00:00+00:00,83.69000244140625
18,2022-03-11 00:00:00+00:00,80.48999786376953
19,2022-03-16 00:00:00+00:00,74.79000091552734
20,2022-03-17 00:00:00+00:00,77.9800033569336
21,2022-03-18 00:00:00+00:00,80.5199966430664
22,2022-03-21 00:00:00+00:00,85.56999969482422
23,2022-03-22 00:00:00+00:00,89.9800033569336
24,2022-03-23 00:00:00+00:00,91.48999786376953
25,2022-03-25 00:00:00+00:00,95.88999938964844
26,2022-03-31 00:00:00+00:00,91.66999816894531
27,2022-04-01 00:00:00+00:00,91.69000244140625
28,2022-04-06 00:00:00+00:00,89.0
29,2022-04-07 00:00:00+00:00,87.69999694824219
30,2022-04-08 00:00:00+00:00,85.30000305175781
31,2022-04-11 00:00:00+00:00,83.62000274658203
32,2022-04-13 00:00:00+00:00,84.7300033569336
33,2022-04-14 00:00:00+00:00,87.37999725341797
34,2022-04-18 00:00:00+00:00,88.0
35,2022-04-20 00:00:00+00:00,85.91000366210938
36,2022-04-21 00:00:00+00:00,80.6500015258789
37,2022-04-22 00:00:00+00:00,71.87000274658203
38,2022-04-25 00:00:00+00:00,64.70999908447266
39,2022-04-26 00:00:00+00:00,67.1500015258789
40,2022-04-28 00:00:00+00:00,69.77999877929688
41,2022-05-02 00:00:00+00:00,67.0
42,2022-05-03 00:00:00+00:00,65.16999816894531
43,2022-05-04 00:00:00+00:00,65.0
44,2022-05-05 00:00:00+00:00,67.7699966430664
45,2022-05-06 00:00:00+00:00,62.369998931884766
46,2022-05-09 00:00:00+00:00,58.5
47,2022-05-10 00:00:00+00:00,55.5099983215332
48,2022-05-16 00:00:00+00:00,59.5
49,2022-05-19 00:00:00+00:00,60.15999984741211
50,2022-05-20 00:00:00+00:00,63.060001373291016
51,2022-05-24 00:00:00+00:00,61.9900016784668
52,2022-05-25 00:00:00+00:00,60.029998779296875
53,2022-05-27 00:00:00+00:00,63.59000015258789
54,2022-06-02 00:00:00+00:00,63.70000076293945
55,2022-06-03 00:00:00+00:00,62.54999923706055
56,2022-06-06 00:00:00+00:00,62.59000015258789
57,2022-06-07 00:00:00+00:00,62.79999923706055
58,2022-06-08 00:00:00+00:00,64.52999877929688
59,2022-06-14 00:00:00+00:00,50.16999816894531
60,2022-06-15 00:00:00+00:00,49.54999923706055
61,2022-06-16 00:00:00+00:00,48.459999084472656
62,2022-06-17 00:00:00+00:00,49.470001220703125
63,2022-06-21 00:00:00+00:00,50.790000915527344
64,2022-06-23 00:00:00+00:00,47.97999954223633
65,2022-06-27 00:00:00+00:00,50.52000045776367
66,2022-06-28 00:00:00+00:00,50.119998931884766
67,2022-07-15 00:00:00+00:00,41.560001373291016
68,2022-07-18 00:00:00+00:00,44.470001220703125
69,2022-07-19 00:00:00+00:00,43.290000915527344
70,2022-07-20 00:00:00+00:00,44.66999816894531
71,2022-07-21 00:00:00+00:00,47.33000183105469
72,2022-07-26 00:00:00+00:00,47.130001068115234
73,2022-07-27 00:00:00+00:00,47.60499954223633
74,2022-07-29 00:00:00+00:00,49.81999969482422
75,2022-08-01 00:00:00+00:00,49.880001068115234
76,2022-08-02 00:00:00+00:00,47.84000015258789
77,2022-08-05 00:00:00+00:00,47.4900016784668
78,2022-08-09 00:00:00+00:00,49.45000076293945
79,2022-08-12 00:00:00+00:00,52.400001525878906
80,2022-08-15 00:00:00+00:00,50.59000015258789
81,2022-08-17 00:00:00+00:00,52.029998779296875
82,2022-08-19 00:00:00+00:00,52.529998779296875
83,2022-08-24 00:00:00+00:00,52.11000061035156
84,2022-08-26 00:00:00+00:00,57.66999816894531
85,2022-08-29 00:00:00+00:00,55.16999816894531
86,2022-08-31 00:00:00+00:00,50.33000183105469
87,2022-09-07 00:00:00+00:00,47.02000045776367
88,2022-09-08 00:00:00+00:00,47.97999954223633
89,2022-09-12 00:00:00+00:00,53.400001525878906
90,2022-09-13 00:00:00+00:00,50.34000015258789
91,2022-09-19 00:00:00+00:00,41.25
92,2022-09-23 00:00:00+00:00,35.900001525878906
93,2022-09-26 00:00:00+00:00,35.09000015258789
94,2022-09-29 00:00:00+00:00,37.150001525878906
95,2022-10-04 00:00:00+00:00,39.15999984741211
96,2022-10-06 00:00:00+00:00,39.369998931884766
97,2022-10-07 00:00:00+00:00,39.040000915527344
98,2022-10-18 00:00:00+00:00,40.369998931884766
99,2022-10-19 00:00:00+00:00,39.02000045776367
100,2022-10-21 00:00:00+00:00,38.849998474121094
101,2022-10-26 00:00:00+00:00,42.09000015258789
102,2022-10-27 00:00:00+00:00,42.58000183105469
103,2022-10-31 00:00:00+00:00,38.86000061035156
104,2022-11-01 00:00:00+00:00,40.77000045776367
105,2022-11-02 00:00:00+00:00,40.709999084472656
106,2022-11-07 00:00:00+00:00,42.470001220703125
107,2022-11-08 00:00:00+00:00,42.18000030517578
108,2022-11-09 00:00:00+00:00,42.529998779296875
109,2022-11-10 00:00:00+00:00,42.810001373291016
110,2022-11-14 00:00:00+00:00,46.54999923706055
111,2022-11-15 00:00:00+00:00,49.599998474121094
112,2022-11-16 00:00:00+00:00,47.650001525878906
113,2022-11-18 00:00:00+00:00,48.18000030517578
114,2022-11-25 00:00:00+00:00,48.54999923706055
115,2022-11-28 00:00:00+00:00,46.91999816894531
116,2022-11-29 00:00:00+00:00,47.779998779296875
117,2022-12-01 00:00:00+00:00,50.040000915527344
118,2022-12-02 00:00:00+00:00,48.060001373291016
119,2022-12-05 00:00:00+00:00,50.5
120,2022-12-07 00:00:00+00:00,47.58000183105469
121,2022-12-13 00:00:00+00:00,48.54999923706055
122,2022-12-15 00:00:00+00:00,44.400001525878906
123,2022-12-16 00:00:00+00:00,42.56999969482422
124,2022-12-19 00:00:00+00:00,43.0
125,2022-12-22 00:00:00+00:00,44.58000183105469
126,2022-12-30 00:00:00+00:00,46.0099983215332
127,2023-01-05 00:00:00+00:00,45.29999923706055
128,2023-01-09 00:00:00+00:00,47.59000015258789
129,2023-01-10 00:00:00+00:00,50.599998474121094
130,2023-01-13 00:00:00+00:00,52.84000015258789
131,2023-01-17 00:00:00+00:00,54.61000061035156
132,2023-01-20 00:00:00+00:00,49.1349983215332
133,2023-01-23 00:00:00+00:00,51.27000045776367
134,2023-01-24 00:00:00+00:00,51.220001220703125
135,2023-01-25 00:00:00+00:00,51.869998931884766
136,2023-01-26 00:00:00+00:00,52.43000030517578
137,2023-01-27 00:00:00+00:00,51.38999938964844
138,2023-01-31 00:00:00+00:00,49.900001525878906
139,2023-02-01 00:00:00+00:00,52.099998474121094
140,2023-02-03 00:00:00+00:00,53.400001525878906
141,2023-02-06 00:00:00+00:00,55.13999938964844
142,2023-02-07 00:00:00+00:00,52.15999984741211
143,2023-02-08 00:00:00+00:00,52.18000030517578
144,2023-02-09 00:00:00+00:00,51.470001220703125
145,2023-02-13 00:00:00+00:00,48.38999938964844
146,2023-02-14 00:00:00+00:00,47.5
147,2023-02-15 00:00:00+00:00,47.5099983215332
148,2023-02-16 00:00:00+00:00,48.290000915527344
149,2023-02-17 00:00:00+00:00,48.17499923706055
150,2023-02-23 00:00:00+00:00,48.5
151,2023-02-27 00:00:00+00:00,46.849998474121094
152,2023-03-01 00:00:00+00:00,51.290000915527344
153,2023-03-03 00:00:00+00:00,54.33000183105469
154,2023-03-13 00:00:00+00:00,43.5099983215332
155,2023-03-15 00:00:00+00:00,42.33000183105469
156,2023-03-16 00:00:00+00:00,39.16999816894531
157,2023-03-17 00:00:00+00:00,40.61000061035156
158,2023-03-22 00:00:00+00:00,41.95000076293945
159,2023-03-27 00:00:00+00:00,40.5099983215332
160,2023-03-28 00:00:00+00:00,40.25
161,2023-03-29 00:00:00+00:00,41.29999923706055
162,2023-04-03 00:00:00+00:00,42.560001373291016
163,2023-04-05 00:00:00+00:00,39.81999969482422
164,2023-04-10 00:00:00+00:00,39.15999984741211
165,2023-04-12 00:00:00+00:00,41.18000030517578
166,2023-04-14 00:00:00+00:00,41.349998474121094
167,2023-04-17 00:00:00+00:00,40.310001373291016
168,2023-04-18 00:00:00+00:00,41.369998931884766
169,2023-04-26 00:00:00+00:00,36.08000183105469
170,2023-04-27 00:00:00+00:00,35.55500030517578
171,2023-04-28 00:00:00+00:00,36.08000183105469
172,2023-05-01 00:00:00+00:00,37.65999984741211
173,2023-05-02 00:00:00+00:00,36.459999084472656
174,2023-05-03 00:00:00+00:00,35.61000061035156
175,2023-05-05 00:00:00+00:00,35.2400016784668
176,2023-05-08 00:00:00+00:00,37.959999084472656
177,2023-05-09 00:00:00+00:00,36.099998474121094
178,2023-05-10 00:00:00+00:00,37.13999938964844
179,2023-05-11 00:00:00+00:00,35.400001525878906
180,2023-05-12 00:00:00+00:00,35.439998626708984
181,2023-05-16 00:00:00+00:00,36.4900016784668
182,2023-05-19 00:00:00+00:00,37.150001525878906
183,2023-05-22 00:00:00+00:00,36.18000030517578
184,2023-05-23 00:00:00+00:00,36.0
185,2023-05-24 00:00:00+00:00,35.2599983215332
186,2023-06-01 00:00:00+00:00,32.0
187,2023-06-05 00:00:00+00:00,34.83000183105469
188,2023-06-06 00:00:00+00:00,33.5
189,2023-06-07 00:00:00+00:00,34.93000030517578
190,2023-06-09 00:00:00+00:00,35.61000061035156
